frame,joint_name,x,y
41,20,Right Knee,525,344
41,21,Head,507,249
41,21,Left Shoulder,329,250
41,21,Right Shoulder,512,250
41,21,Left Knee,310,303
41,21,Right Knee,525,344
41,22,Head,404,256
41,22,Left Knee,310,303
41,22,Right Knee,525,344
41,23,Head,402,266
41,23,Left Knee,310,303
41,23,Right Knee,525,344
41,24,Head,464,272
41,24,Left Shoulder,336,273
41,24,Right Shoulder,490,273
41,24,Left Hip,340,274
41,24,Right Hip,490,274
41,24,Left Knee,310,303
41,24,Right Knee,525,344
41,25,Head,314,292
41,25,Left Knee,310,303
41,25,Right Knee,525,344
41,26,Head,312,303
41,26,Left Shoulder,310,304
41,26,Right Shoulder,486,304
41,26,Left Hip,310,305
41,26,Right Hip,488,305
41,26,Left Knee,332,306
41,26,Right Knee,525,344
41,27,Head,333,305
41,27,Left Knee,332,327
41,27,Right Knee,525,344
41,28,Head,360,307
41,28,Left Shoulder,337,322
41,28,Right Shoulder,510,317
41,28,Left Hip,335,334
41,28,Right Hip,443,334
41,28,Left Knee,341,342
41,28,Right Knee,525,344
41,29,Head,339,308
41,29,Left Hip,340,311
41,29,Right Hip,497,311
41,29,Left Knee,332,327
41,29,Right Knee,525,344
41,30,Head,381,308
41,30,Left Knee,332,327
41,30,Right Knee,525,344
41,31,Head,526,314
41,31,Left Shoulder,347,315
41,31,Right Shoulder,510,315
41,31,Left Hip,345,316
41,31,Right Hip,510,316
41,31,Left Knee,332,327
41,31,Right Knee,525,344
41,32,Head,375,319
41,32,Left Knee,332,327
41,32,Right Knee,525,344
41,33,Head,474,321
41,33,Left Shoulder,342,323
41,33,Right Shoulder,510,323
41,33,Left Hip,339,326
41,33,Right Hip,510,326
41,33,Left Knee,332,327
41,33,Right Knee,525,344
41,34,Head,523,347
41,34,Left Shoulder,347,349
41,34,Right Shoulder,525,349
41,34,Left Hip,350,351
41,34,Right Hip,525,351
41,34,Left Knee,350,352
41,34,Right Knee,525,352
41,35,Head,471,354
41,35,Left Shoulder,469,355
41,35,Right Shoulder,473,355
41,35,Left Hip,470,356
41,35,Right Hip,473,356
41,35,Left Knee,386,394
41,35,Right Knee,473,357
41,36,Head,389,395
41,36,Left Knee,386,397
41,36,Right Knee,391,397
42,1,Head,365,88
42,1,Left Shoulder,344,105
42,1,Right Shoulder,408,110
42,1,Left Hip,338,126
42,1,Right Hip,403,119
42,1,Left Knee,155,214
42,1,Right Knee,525,344
42,2,Head,368,148
42,2,Left Shoulder,341,149
42,2,Right Shoulder,381,149
42,2,Left Hip,323,150
42,2,Right Hip,387,150
42,2,Left Knee,155,214
42,2,Right Knee,525,344
42,3,Head,392,148
42,3,Left Shoulder,188,184
42,3,Right Shoulder,480,186
42,3,Left Hip,155,214
42,3,Right Hip,493,214
42,3,Left Knee,155,216
42,3,Right Knee,525,344
42,4,Head,344,149
42,4,Left Knee,155,214
42,4,Right Knee,525,344
42,5,Head,402,175
42,5,Left Knee,155,214
42,5,Right Knee,525,344
42,6,Head,412,179
42,6,Left Shoulder,209,180
42,6,Right Shoulder,408,180
42,6,Left Hip,209,181
42,6,Right Hip,408,181
42,6,Left Knee,155,214
42,6,Right Knee,525,344
42,7,Head,348,183
42,7,Left Hip,188,186
42,7,Right Hip,480,186
42,7,Left Knee,155,214
42,7,Right Knee,525,344
42,8,Head,357,183
42,8,Left Knee,155,214
42,8,Right Knee,525,344
42,9,Head,423,184
42,9,Left Shoulder,188,191
42,9,Right Shoulder,483,190
42,9,Left Hip,188,200
42,9,Right Hip,491,202
42,9,Left Knee,155,214
42,9,Right Knee,525,344
42,10,Head,376,185
42,10,Left Shoulder,188,186
42,10,Right Shoulder,480,186
42,10,Left Hip,188,187
42,10,Right Hip,480,187
42,10,Left Knee,155,214
42,10,Right Knee,525,344
42,11,Head,478,187
42,11,Left Shoulder,192,190
42,11,Right Shoulder,483,190
42,11,Left Hip,215,193
42,11,Right Hip,483,193
42,11,Left Knee,155,214
42,11,Right Knee,525,344
42,12,Head,330,189
42,12,Left Knee,155,214
42,12,Right Knee,525,344
42,13,Head,460,191
42,13,Left Shoulder,182,225
42,13,Right Shoulder,512,250
42,13,Left Hip,308,300
42,13,Right Hip,522,299
42,13,Left Knee,332,329
42,13,Right Knee,525,344
42,14,Head,322,192
42,14,Left Shoulder,215,193
42,14,Right Shoulder,483,193
42,14,Left Hip,222,194
42,14,Right Hip,483,194
42,14,Left Knee,155,214
42,14,Right Knee,525,344
42,15,Head,291,196
42,15,Left Shoulder,187,197
42,15,Right Shoulder,483,197
42,15,Left Hip,183,198
42,15,Right Hip,480,198
42,15,Left Knee,155,214
42,15,Right Knee,525,344
42,16,Head,338,196
42,16,Left Knee,155,214
42,16,Right Knee,525,344
42,17,Head,252,204
42,17,Left Shoulder,207,205
42,17,Right Shoulder,491,205
42,17,Left Hip,180,206
42,17,Right Hip,490,206
42,17,Left Knee,155,214
42,17,Right Knee,525,344
42,18,Head,489,204
42,18,Left Shoulder,179,207
42,18,Right Shoulder,490,206
42,18,Left Hip,178,209
42,18,Right Hip,489,209
42,18,Left Knee,155,214
42,18,Right Knee,525,344
42,19,Head,405,209
42,19,Left Knee,155,214
42,19,Right Knee,525,344
42,20,Head,164,213
42,20,Left Hip,155,216
42,20,Right Hip,493,216
42,20,Left Knee,164,217
42,20,Right Knee,525,344
42,21,Head,331,213
42,21,Left Knee,155,215
42,21,Right Knee,525,344
42,22,Head,396,214
42,22,Left Shoulder,164,217
42,22,Right Shoulder,493,218
42,22,Left Hip,182,222
42,22,Right Hip,495,222
42,22,Left Knee,182,224
42,22,Right Knee,525,344
42,23,Head,357,220
42,23,Left Knee,182,222
42,23,Right Knee,525,344
42,24,Head,323,225
42,24,Left Shoulder,184,226
42,24,Right Shoulder,494,226
42,24,Left Hip,186,227
42,24,Right Hip,492,227
42,24,Left Knee,186,228
42,24,Right Knee,525,344
42,25,Head,336,229
42,25,Left Shoulder,187,230
42,25,Right Shoulder,492,230
42,25,Left Hip,333,231
42,25,Right Hip,489,231
42,25,Left Knee,189,239
42,25,Right Knee,525,344
42,26,Head,507,249
42,26,Left Shoulder,326,250
42,26,Right Shoulder,512,250
42,26,Left Knee,308,300
42,26,Right Knee,525,344
42,27,Head,359,250
42,27,Left Shoulder,350,253
42,27,Right Shoulder,490,254
42,27,Left Hip,381,256
42,27,Right Hip,491,256
42,27,Left Knee,308,300
42,27,Right Knee,525,344
42,28,Head,404,256
42,28,Left Shoulder,382,258
42,28,Right Shoulder,491,258
42,28,Left Hip,382,260
42,28,Right Hip,497,260
42,28,Left Knee,308,300
42,28,Right Knee,525,344
42,29,Head,513,264
42,29,Left Knee,308,300
42,29,Right Knee,525,344
42,30,Head,402,266
42,30,Left Knee,308,300
42,30,Right Knee,525,344
42,31,Head,359,271
42,31,Left Knee,308,300
42,31,Right Knee,525,344
42,32,Head,309,299
42,32,Left Knee,308,301
42,32,Right Knee,525,344
42,33,Head,333,305
42,33,Left Knee,332,329
42,33,Right Knee,525,344
42,34,Head,381,308
42,34,Left Knee,332,329
42,34,Right Knee,525,344
42,35,Head,526,314
42,35,Left Shoulder,345,315
42,35,Right Shoulder,510,315
42,35,Left Hip,345,316
42,35,Right Hip,510,316
42,35,Left Knee,332,329
42,35,Right Knee,525,344
42,36,Head,376,318
42,36,Left Knee,332,329
42,36,Right Knee,525,344
42,37,Head,474,321
42,37,Left Shoulder,342,323
42,37,Right Shoulder,510,323
42,37,Left Hip,339,326
42,37,Right Hip,510,326
42,37,Left Knee,332,329
42,37,Right Knee,525,344
42,38,Head,378,328
42,38,Left Knee,332,330
42,38,Right Knee,525,344
42,39,Head,364,331
42,39,Left Knee,335,334
42,39,Right Knee,525,344
42,40,Head,453,335
42,40,Left Knee,335,337
42,40,Right Knee,525,344
42,41,Head,523,347
42,41,Left Shoulder,347,349
42,41,Right Shoulder,525,349
42,41,Left Hip,513,351
42,41,Right Hip,525,351
42,41,Left Knee,386,395
42,41,Right Knee,525,352
42,42,Head,471,355
42,42,Left Knee,386,395
42,42,Right Knee,473,357
42,43,Head,389,395
42,43,Left Knee,386,397
42,43,Right Knee,391,397
43,1,Head,376,88
43,1,Left Shoulder,350,110
43,1,Right Shoulder,423,109
43,1,Left Hip,348,128
43,1,Right Hip,417,119
43,1,Left Knee,76,208
43,1,Right Knee,528,313
43,2,Head,412,141
43,2,Left Knee,76,208
43,2,Right Knee,528,313
43,3,Head,346,151
43,3,Left Shoulder,310,152
43,3,Right Shoulder,402,152
43,3,Left Knee,76,208
43,3,Right Knee,528,313
43,4,Head,377,152
43,4,Left Shoulder,197,187
43,4,Right Shoulder,480,185
43,4,Left Hip,76,208
43,4,Right Hip,493,214
43,4,Left Knee,195,230
43,4,Right Knee,528,313
43,5,Head,405,178
43,5,Left Shoulder,76,208
43,5,Right Shoulder,491,202
43,5,Left Hip,195,230
43,5,Right Hip,495,222
43,5,Left Knee,202,236
43,5,Right Knee,528,313
43,6,Head,388,186
43,6,Left Knee,76,208
43,6,Right Knee,528,313
43,7,Head,478,187
43,7,Left Shoulder,196,188
43,7,Right Shoulder,481,188
43,7,Left Hip,194,189
43,7,Right Hip,481,189
43,7,Left Knee,76,208
43,7,Right Knee,528,313
43,8,Head,394,202
43,8,Left Shoulder,194,203
43,8,Right Shoulder,491,203
43,8,Left Hip,214,204
43,8,Right Hip,491,204
43,8,Left Knee,76,208
43,8,Right Knee,528,313
43,9,Head,370,206
43,9,Left Shoulder,202,236
43,9,Right Shoulder,512,250
43,9,Left Hip,308,300
43,9,Right Hip,517,301
43,9,Left Knee,331,327
43,9,Right Knee,528,313
43,10,Head,79,208
43,10,Left Knee,76,210
43,10,Right Knee,528,313
43,11,Head,152,208
43,11,Left Knee,76,210
43,11,Right Knee,528,313
43,12,Head,401,213
43,12,Left Hip,200,216
43,12,Right Hip,493,216
43,12,Left Knee,195,230
43,12,Right Knee,528,313
43,13,Head,306,215
43,13,Left Knee,195,230
43,13,Right Knee,528,313
43,14,Head,405,225
43,14,Left Knee,195,230
43,14,Right Knee,528,313
43,15,Head,421,229
43,15,Left Knee,196,231
43,15,Right Knee,528,313
43,16,Head,413,230
43,16,Left Hip,203,233
43,16,Right Hip,488,233
43,16,Left Knee,202,236
43,16,Right Knee,528,313
43,17,Head,355,233
43,17,Left Shoulder,335,250
43,17,Right Shoulder,515,262
43,17,Left Hip,338,276
43,17,Right Hip,500,274
43,17,Left Knee,308,300
43,17,Right Knee,528,313
43,18,Head,425,234
43,18,Left Shoulder,203,235
43,18,Right Shoulder,495,235
43,18,Left Hip,202,236
43,18,Right Hip,496,236
43,18,Left Knee,202,242
43,18,Right Knee,528,313
43,19,Head,409,247
43,19,Left Shoulder,335,250
43,19,Right Shoulder,512,250
43,19,Left Hip,357,253
43,19,Right Hip,485,253
43,19,Left Knee,308,300
43,19,Right Knee,528,313
43,20,Head,456,249
43,20,Left Shoulder,335,250
43,20,Right Shoulder,512,250
43,20,Left Hip,357,251
43,20,Right Hip,512,251
43,20,Left Knee,308,300
43,20,Right Knee,528,313
43,21,Head,507,249
43,21,Left Shoulder,335,250
43,21,Right Shoulder,512,250
43,21,Left Knee,308,300
43,21,Right Knee,528,313
43,22,Head,359,251
43,22,Left Shoulder,357,253
43,22,Right Shoulder,485,253
43,22,Left Hip,356,256
43,22,Right Hip,491,256
43,22,Left Knee,308,300
43,22,Right Knee,528,313
43,23,Head,424,263
43,23,Left Knee,308,300
43,23,Right Knee,528,313
43,24,Head,513,264
43,24,Left Knee,308,300
43,24,Right Knee,528,313
43,25,Head,465,277
43,25,Left Shoulder,347,278
43,25,Right Shoulder,481,278
43,25,Left Hip,351,279
43,25,Right Hip,481,279
43,25,Left Knee,308,300
43,25,Right Knee,528,313
43,26,Head,403,279
43,26,Left Knee,308,300
43,26,Right Knee,528,313
43,27,Head,309,299
43,27,Left Knee,308,301
43,27,Right Knee,528,313
43,28,Head,333,305
43,28,Left Knee,331,327
43,28,Right Knee,528,313
43,29,Head,479,310
43,29,Left Shoulder,337,311
43,29,Right Shoulder,481,311
43,29,Left Hip,337,312
43,29,Right Hip,492,312
43,29,Left Knee,331,327
43,29,Right Knee,528,313
43,30,Head,357,314
43,30,Left Shoulder,331,327
43,30,Right Shoulder,510,323
43,30,Left Hip,335,336
43,30,Right Hip,430,338
43,30,Left Knee,345,344
43,30,Right Knee,528,350
43,31,Head,490,314
43,31,Left Shoulder,346,320
43,31,Right Shoulder,510,318
43,31,Left Hip,350,325
43,31,Right Hip,510,323
43,31,Left Knee,331,327
43,31,Right Knee,528,350
43,32,Head,526,314
43,32,Left Shoulder,358,315
43,32,Right Shoulder,528,315
43,32,Left Hip,350,316
43,32,Right Hip,527,316
43,32,Left Knee,331,327
43,32,Right Knee,528,350
43,33,Head,366,316
43,33,Left Knee,331,327
43,33,Right Knee,528,350
43,34,Head,456,339
43,34,Left Knee,341,341
43,34,Right Knee,528,350
43,35,Head,523,347
43,35,Left Shoulder,514,348
43,35,Right Shoulder,527,348
43,35,Left Knee,388,394
43,35,Right Knee,528,350
43,36,Head,516,350
43,36,Left Knee,388,394
43,36,Right Knee,521,352
43,37,Head,471,355
43,37,Left Knee,388,394
43,37,Right Knee,473,357
43,38,Head,389,395
43,38,Left Knee,388,397
43,38,Right Knee,391,397
44,1,Head,386,90
44,1,Left Knee,69,202
44,1,Right Knee,527,313
44,2,Head,395,92
44,2,Left Shoulder,374,139
44,2,Right Shoulder,440,122
44,2,Left Hip,230,186
44,2,Right Hip,482,190
44,2,Left Knee,69,202
44,2,Right Knee,527,313
44,3,Head,373,108
44,3,Left Shoulder,373,111
44,3,Right Shoulder,440,111
44,3,Left Hip,420,115
44,3,Right Hip,420,115
44,3,Left Knee,69,202
44,3,Right Knee,527,313
44,4,Head,435,125
44,4,Left Knee,69,202
44,4,Right Knee,527,313
44,5,Head,388,126
44,5,Left Knee,69,202
44,5,Right Knee,527,313
44,6,Head,274,174
44,6,Left Knee,69,202
44,6,Right Knee,527,313
44,7,Head,261,179
44,7,Left Knee,69,202
44,7,Right Knee,527,313
44,8,Head,427,180
44,8,Left Shoulder,72,199
44,8,Right Shoulder,482,190
44,8,Left Hip,69,205
44,8,Right Hip,491,205
44,8,Left Knee,220,219
44,8,Right Knee,527,313
44,9,Head,444,185
44,9,Left Knee,69,202
44,9,Right Knee,527,313
44,10,Head,365,186
44,10,Left Shoulder,230,190
44,10,Right Shoulder,482,190
44,10,Left Hip,230,194
44,10,Right Hip,472,195
44,10,Left Knee,69,202
44,10,Right Knee,527,313
44,11,Head,479,188
44,11,Left Shoulder,232,189
44,11,Right Shoulder,481,189
44,11,Left Hip,230,190
44,11,Right Hip,482,190
44,11,Left Knee,69,202
44,11,Right Knee,527,313
44,12,Head,321,197
44,12,Left Shoulder,69,204
44,12,Right Shoulder,491,204
44,12,Left Hip,220,219
44,12,Right Hip,494,214
44,12,Left Knee,221,220
44,12,Right Knee,527,313
44,13,Head,470,198
44,13,Left Shoulder,69,202
44,13,Right Shoulder,491,203
44,13,Left Hip,76,206
44,13,Right Hip,491,206
44,13,Left Knee,80,209
44,13,Right Knee,527,313
44,14,Head,303,200
44,14,Left Shoulder,69,203
44,14,Right Shoulder,491,203
44,14,Left Hip,80,209
44,14,Right Hip,489,207
44,14,Left Knee,80,210
44,14,Right Knee,527,313
44,15,Head,71,202
44,15,Left Knee,69,204
44,15,Right Knee,527,313
44,16,Head,377,202
44,16,Left Knee,69,204
44,16,Right Knee,527,313
44,17,Head,388,206
44,17,Left Shoulder,222,229
44,17,Right Shoulder,497,237
44,17,Left Hip,351,260
44,17,Right Hip,512,250
44,17,Left Knee,314,289
44,17,Right Knee,527,313
44,18,Head,372,207
44,18,Left Knee,80,209
44,18,Right Knee,527,313
44,19,Head,79,208
44,19,Left Knee,80,210
44,19,Right Knee,527,313
44,20,Head,199,211
44,20,Left Shoulder,196,212
44,20,Right Shoulder,434,212
44,20,Left Hip,196,213
44,20,Right Hip,490,213
44,20,Left Knee,220,219
44,20,Right Knee,527,313
44,21,Head,492,216
44,21,Left Shoulder,220,219
44,21,Right Shoulder,495,221
44,21,Left Hip,228,224
44,21,Right Hip,486,224
44,21,Left Knee,222,229
44,21,Right Knee,527,313
44,22,Head,482,224
44,22,Left Shoulder,228,225
44,22,Right Shoulder,486,225
44,22,Left Hip,228,226
44,22,Right Hip,485,226
44,22,Left Knee,222,229
44,22,Right Knee,527,313
44,23,Head,416,230
44,23,Left Knee,222,232
44,23,Right Knee,527,313
44,24,Head,473,230
44,24,Left Shoulder,222,232
44,24,Right Shoulder,495,232
44,24,Left Hip,227,234
44,24,Right Hip,494,234
44,24,Left Knee,227,235
44,24,Right Knee,527,313
44,25,Head,458,233
44,25,Left Shoulder,359,248
44,25,Right Shoulder,509,247
44,25,Left Hip,351,260
44,25,Right Hip,501,256
44,25,Left Knee,314,289
44,25,Right Knee,527,313
44,26,Head,489,233
44,26,Left Shoulder,230,237
44,26,Right Shoulder,498,239
44,26,Left Hip,385,242
44,26,Right Hip,500,244
44,26,Left Knee,314,289
44,26,Right Knee,527,313
44,27,Head,507,249
44,27,Left Shoulder,357,250
44,27,Right Shoulder,512,250
44,27,Left Knee,314,289
44,27,Right Knee,527,313
44,28,Head,359,250
44,28,Left Shoulder,357,251
44,28,Right Shoulder,512,251
44,28,Left Knee,314,289
44,28,Right Knee,527,313
44,29,Head,437,253
44,29,Left Knee,314,289
44,29,Right Knee,527,313
44,30,Head,498,256
44,30,Left Shoulder,381,258
44,30,Right Shoulder,501,258
44,30,Left Hip,351,260
44,30,Right Hip,426,260
44,30,Left Knee,314,289
44,30,Right Knee,527,313
44,31,Head,349,258
44,31,Left Shoulder,419,259
44,31,Right Shoulder,499,259
44,31,Left Knee,314,289
44,31,Right Knee,527,313
44,32,Head,503,266
44,32,Left Shoulder,376,274
44,32,Right Shoulder,509,273
44,32,Left Hip,405,281
44,32,Right Hip,501,282
44,32,Left Knee,314,289
44,32,Right Knee,527,313
44,33,Head,451,269
44,33,Left Shoulder,376,274
44,33,Right Shoulder,509,273
44,33,Left Hip,378,277
44,33,Right Hip,509,277
44,33,Left Knee,314,289
44,33,Right Knee,527,313
44,34,Head,405,273
44,34,Left Shoulder,376,276
44,34,Right Shoulder,509,276
44,34,Left Hip,405,281
44,34,Right Hip,501,282
44,34,Left Knee,314,289
44,34,Right Knee,527,313
44,35,Head,421,273
44,35,Left Knee,314,289
44,35,Right Knee,527,313
44,36,Head,428,280
44,36,Left Shoulder,314,289
44,36,Right Shoulder,510,286
44,36,Left Hip,314,295
44,36,Right Hip,509,295
44,36,Left Knee,330,329
44,36,Right Knee,527,313
44,37,Head,355,282
44,37,Left Shoulder,314,289
44,37,Right Shoulder,510,287
44,37,Left Hip,314,293
44,37,Right Hip,509,293
44,37,Left Knee,330,329
44,37,Right Knee,527,313
44,38,Head,508,288
44,38,Left Shoulder,315,290
44,38,Right Shoulder,510,290
44,38,Left Hip,314,293
44,38,Right Hip,509,293
44,38,Left Knee,314,295
44,38,Right Knee,527,313
44,39,Head,412,290
44,39,Left Shoulder,316,291
44,39,Right Shoulder,510,291
44,39,Left Knee,314,293
44,39,Right Knee,527,313
44,40,Head,314,292
44,40,Left Knee,314,295
44,40,Right Knee,527,313
44,41,Head,420,293
44,41,Left Shoulder,356,302
44,41,Right Shoulder,516,305
44,41,Left Hip,337,309
44,41,Right Hip,527,313
44,41,Left Knee,330,329
44,41,Right Knee,527,315
44,42,Head,473,299
44,42,Left Shoulder,356,302
44,42,Right Shoulder,474,302
44,42,Left Hip,359,305
44,42,Right Hip,516,305
44,42,Left Knee,330,329
44,42,Right Knee,527,313
44,43,Head,494,299
44,43,Left Knee,330,329
44,43,Right Knee,527,313
44,44,Head,377,300
44,44,Left Knee,330,329
44,44,Right Knee,527,313
44,45,Head,357,305
44,45,Left Shoulder,420,307
44,45,Right Shoulder,516,307
44,45,Left Hip,337,309
44,45,Right Hip,481,309
44,45,Left Knee,330,329
44,45,Right Knee,527,313
44,46,Head,515,306
44,46,Left Knee,330,329
44,46,Right Knee,527,313
44,47,Head,479,310
44,47,Left Knee,330,329
44,47,Right Knee,527,313
44,48,Head,339,312
44,48,Left Knee,330,329
44,48,Right Knee,527,314
44,49,Head,383,314
44,49,Left Shoulder,351,315
44,49,Right Shoulder,527,315
44,49,Left Knee,330,329
44,49,Right Knee,527,317
44,50,Head,502,314
44,50,Left Shoulder,350,317
44,50,Right Shoulder,527,317
44,50,Left Hip,345,322
44,50,Right Hip,510,321
44,50,Left Knee,330,329
44,50,Right Knee,525,346
44,51,Head,526,314
44,51,Left Shoulder,351,315
44,51,Right Shoulder,527,315
44,51,Left Hip,350,316
44,51,Right Hip,527,316
44,51,Left Knee,330,329
44,51,Right Knee,527,317
44,52,Head,351,317
44,52,Left Shoulder,350,318
44,52,Right Shoulder,428,318
44,52,Left Knee,330,329
44,52,Right Knee,525,346
44,53,Head,440,319
44,53,Left Knee,330,329
44,53,Right Knee,525,346
44,54,Head,449,321
44,54,Left Shoulder,348,323
44,54,Right Shoulder,510,323
44,54,Left Hip,339,326
44,54,Right Hip,510,326
44,54,Left Knee,330,329
44,54,Right Knee,525,346
44,55,Head,435,322
44,55,Left Knee,330,329
44,55,Right Knee,525,346
44,56,Head,499,323
44,56,Left Shoulder,349,325
44,56,Right Shoulder,510,325
44,56,Left Hip,334,327
44,56,Right Hip,505,327
44,56,Left Knee,330,329
44,56,Right Knee,525,346
44,57,Head,347,325
44,57,Left Knee,330,329
44,57,Right Knee,525,346
44,58,Head,332,328
44,58,Left Shoulder,333,331
44,58,Right Shoulder,374,331
44,58,Left Hip,345,336
44,58,Right Hip,362,336
44,58,Left Knee,341,339
44,58,Right Knee,525,346
44,59,Head,372,331
44,59,Left Knee,333,333
44,59,Right Knee,525,346
44,60,Head,355,333
44,60,Left Shoulder,345,336
44,60,Right Shoulder,375,338
44,60,Left Hip,350,341
44,60,Right Hip,375,341
44,60,Left Knee,347,344
44,60,Right Knee,525,346
44,61,Head,448,339
44,61,Left Knee,347,344
44,61,Right Knee,525,346
44,62,Head,456,339
44,62,Left Knee,347,344
44,62,Right Knee,525,346
44,63,Head,353,342
44,63,Left Shoulder,354,345
44,63,Right Shoulder,370,345
44,63,Left Hip,521,348
44,63,Right Hip,523,348
44,63,Left Knee,519,350
44,63,Right Knee,524,352
44,64,Head,523,349
44,64,Left Shoulder,519,350
44,64,Right Shoulder,523,350
44,64,Left Hip,519,351
44,64,Right Hip,523,351
44,64,Left Knee,519,352
44,64,Right Knee,524,352
44,65,Head,360,354
45,1,Head,411,92
45,1,Left Shoulder,395,109
45,1,Right Shoulder,464,110
45,1,Left Hip,397,116
45,1,Right Hip,466,118
45,1,Left Knee,64,200
45,1,Right Knee,535,346
45,2,Head,397,110
45,2,Left Shoulder,397,114
45,2,Right Shoulder,463,116
45,2,Left Hip,397,120
45,2,Right Hip,466,120
45,2,Left Knee,64,200
45,2,Right Knee,535,346
45,3,Head,414,141
45,3,Left Knee,64,200
45,3,Right Knee,535,346
45,4,Head,458,143
45,4,Left Knee,64,200
45,4,Right Knee,535,346
45,5,Head,432,144
45,5,Left Shoulder,420,151
45,5,Right Shoulder,424,151
45,5,Left Hip,412,156
45,5,Right Hip,425,155
45,5,Left Knee,64,200
45,5,Right Knee,535,346
45,6,Head,370,165
45,6,Left Knee,64,200
45,6,Right Knee,535,346
45,7,Head,451,166
45,7,Left Shoulder,373,170
45,7,Right Shoulder,459,170
45,7,Left Hip,333,174
45,7,Right Hip,453,174
45,7,Left Knee,64,200
45,7,Right Knee,535,346
45,8,Head,347,171
45,8,Left Shoulder,270,196
45,8,Right Shoulder,490,194
45,8,Left Hip,66,204
45,8,Right Hip,501,214
45,8,Left Knee,246,231
45,8,Right Knee,535,346
45,9,Head,423,171
45,9,Left Knee,64,200
45,9,Right Knee,535,346
45,10,Head,386,172
45,10,Left Knee,64,200
45,10,Right Knee,535,346
45,11,Head,411,174
45,11,Left Shoulder,401,175
45,11,Right Shoulder,453,175
45,11,Left Hip,335,176
45,11,Right Hip,415,176
45,11,Left Knee,64,200
45,11,Right Knee,535,346
45,12,Head,303,178
45,12,Left Knee,64,200
45,12,Right Knee,535,346
45,13,Head,385,182
45,13,Left Knee,64,200
45,13,Right Knee,535,346
45,14,Head,429,182
45,14,Left Shoulder,270,196
45,14,Right Shoulder,490,194
45,14,Left Hip,64,201
45,14,Right Hip,496,204
45,14,Left Knee,78,210
45,14,Right Knee,535,346
45,15,Head,482,188
45,15,Left Knee,64,200
45,15,Right Knee,535,346
45,16,Head,486,194
45,16,Left Hip,261,197
45,16,Right Hip,482,197
45,16,Left Knee,64,200
45,16,Right Knee,535,346
45,17,Head,372,196
45,17,Left Knee,64,200
45,17,Right Knee,535,346
45,18,Head,364,198
45,18,Left Shoulder,64,200
45,18,Right Shoulder,485,200
45,18,Left Hip,64,202
45,18,Right Hip,428,202
45,18,Left Knee,64,203
45,18,Right Knee,535,346
45,19,Head,413,200
45,19,Left Shoulder,64,201
45,19,Right Shoulder,428,201
45,19,Left Knee,64,203
45,19,Right Knee,535,346
45,20,Head,67,201
45,20,Left Shoulder,64,202
45,20,Right Shoulder,428,202
45,20,Left Hip,64,203
45,20,Right Hip,428,203
45,20,Left Knee,66,204
45,20,Right Knee,535,346
45,21,Head,92,203
45,21,Left Knee,67,205
45,21,Right Knee,535,346
45,22,Head,108,204
45,22,Left Knee,78,210
45,22,Right Knee,535,346
45,23,Head,494,205
45,23,Left Shoulder,80,207
45,23,Right Shoulder,496,207
45,23,Left Hip,79,209
45,23,Right Hip,496,209
45,23,Left Knee,78,210
45,23,Right Knee,535,346
45,24,Head,151,206
45,24,Left Shoulder,80,207
45,24,Right Shoulder,496,207
45,24,Left Hip,79,208
45,24,Right Hip,496,208
45,24,Left Knee,78,210
45,24,Right Knee,535,346
45,25,Head,467,207
45,25,Left Shoulder,246,231
45,25,Right Shoulder,522,251
45,25,Left Hip,356,283
45,25,Right Hip,526,270
45,25,Left Knee,312,305
45,25,Right Knee,535,346
45,26,Head,79,208
45,26,Left Knee,78,210
45,26,Right Knee,535,346
45,27,Head,196,209
45,27,Left Knee,80,211
45,27,Right Knee,535,346
45,28,Head,219,210
45,28,Left Shoulder,80,211
45,28,Right Shoulder,497,211
45,28,Left Hip,221,212
45,28,Right Hip,482,212
45,28,Left Knee,221,213
45,28,Right Knee,535,346
45,29,Head,480,214
45,29,Left Shoulder,246,215
45,29,Right Shoulder,501,215
45,29,Left Hip,246,216
45,29,Right Hip,482,216
45,29,Left Knee,246,231
45,29,Right Knee,535,346
45,30,Head,411,216
45,30,Left Shoulder,249,228
45,30,Right Shoulder,499,224
45,30,Left Hip,254,234
45,30,Right Hip,517,239
45,30,Left Knee,312,305
45,30,Right Knee,535,346
45,31,Head,499,216
45,31,Left Shoulder,248,217
45,31,Right Shoulder,490,217
45,31,Left Hip,248,218
45,31,Right Hip,490,218
45,31,Left Knee,246,231
45,31,Right Knee,535,346
45,32,Head,488,220
45,32,Left Shoulder,255,222
45,32,Right Shoulder,500,222
45,32,Left Hip,253,226
45,32,Right Hip,499,225
45,32,Left Knee,246,231
45,32,Right Knee,535,346
45,33,Head,441,224
45,33,Left Knee,246,231
45,33,Right Knee,535,346
45,34,Head,497,225
45,34,Left Knee,246,231
45,34,Right Knee,535,346
45,35,Head,434,228
45,35,Left Shoulder,247,230
45,35,Right Shoulder,460,230
45,35,Left Hip,246,232
45,35,Right Hip,510,232
45,35,Left Knee,254,233
45,35,Right Knee,535,346
45,36,Head,508,231
45,36,Left Knee,254,233
45,36,Right Knee,535,346
45,37,Head,270,232
45,37,Left Shoulder,254,234
45,37,Right Shoulder,469,234
45,37,Left Hip,254,236
45,37,Right Hip,469,236
45,37,Left Knee,254,237
